epoch,train_loss,val_loss,val_acc,hidden_dim,learning_rate,num_epochs,batch_size,n_layers,model,input_dim,timestamp,n_samples
17,0.7078787982463837,0.7217990159988403,0.824,512,0.0005,25,1024,1,simcse,768,1670103703,2500
18,0.6984841227531433,0.7240923643112183,0.8106666666666666,512,0.0005,25,1024,1,simcse,768,1670103703,2500
19,0.6951793134212494,0.7219774723052979,0.8213333333333334,512,0.0005,25,1024,1,simcse,768,1670103703,2500
20,0.6812806129455566,0.7087090611457825,0.832,512,0.0005,25,1024,1,simcse,768,1670103703,2500
21,0.675391286611557,0.7099835872650146,0.832,512,0.0005,25,1024,1,simcse,768,1670103703,2500
22,0.6709602773189545,0.7140411138534546,0.8293333333333334,512,0.0005,25,1024,1,simcse,768,1670103703,2500
23,0.6669248044490814,0.7057691812515259,0.84,512,0.0005,25,1024,1,simcse,768,1670103703,2500
24,0.6604627668857574,0.7027405500411987,0.8346666666666667,512,0.0005,25,1024,1,simcse,768,1670103703,2500
0,1.0945818424224854,1.0834629535675049,0.5066666666666667,512,0.0005,25,1024,1,simcse,768,1670103100,3000
1,1.0763506889343262,1.0474872589111328,0.5066666666666667,512,0.0005,25,1024,1,simcse,768,1670103100,3000
2,1.0081806580225627,0.9915986061096193,0.5066666666666667,512,0.0005,25,1024,1,simcse,768,1670103100,3000
3,0.9648058811823528,0.9820178747177124,0.5066666666666667,512,0.0005,25,1024,1,simcse,768,1670103100,3000
4,0.976874808470408,0.9362450242042542,0.5555555555555556,512,0.0005,25,1024,1,simcse,768,1670103100,3000
5,0.920481542746226,0.9243876338005066,0.7044444444444444,512,0.0005,25,1024,1,simcse,768,1670103100,3000
6,0.9141700665156046,0.89272540807724,0.7422222222222222,512,0.0005,25,1024,1,simcse,768,1670103100,3000
7,0.8831509351730347,0.8494805097579956,0.7466666666666667,512,0.0005,25,1024,1,simcse,768,1670103100,3000
8,0.8339946866035461,0.797184944152832,0.7688888888888888,512,0.0005,25,1024,1,simcse,768,1670103100,3000
9,0.7573516170183817,0.7608353495597839,0.7777777777777778,512,0.0005,25,1024,1,simcse,768,1670103100,3000
10,0.7263991634051005,0.747252881526947,0.7977777777777778,512,0.0005,25,1024,1,simcse,768,1670103100,3000
11,0.7482094963391622,0.7449015378952026,0.7888888888888889,512,0.0005,25,1024,1,simcse,768,1670103100,3000
12,0.6920328338940939,0.7427374720573425,0.8,512,0.0005,25,1024,1,simcse,768,1670103100,3000
13,0.6956600348154703,0.7404901385307312,0.8133333333333334,512,0.0005,25,1024,1,simcse,768,1670103100,3000
14,0.7019323507944742,0.7347273230552673,0.8111111111111111,512,0.0005,25,1024,1,simcse,768,1670103100,3000
15,0.7005769809087118,0.7475545406341553,0.7955555555555556,512,0.0005,25,1024,1,simcse,768,1670103100,3000
16,0.6991471648216248,0.7333856821060181,0.8222222222222222,512,0.0005,25,1024,1,simcse,768,1670103100,3000
17,0.69891756772995,0.7324056625366211,0.82,512,0.0005,25,1024,1,simcse,768,1670103100,3000
18,0.7014632026354471,0.7314743995666504,0.8177777777777778,512,0.0005,25,1024,1,simcse,768,1670103100,3000
19,0.6781715949376425,0.7356666922569275,0.8155555555555556,512,0.0005,25,1024,1,simcse,768,1670103100,3000
20,0.6669523318608602,0.7376767992973328,0.8088888888888889,512,0.0005,25,1024,1,simcse,768,1670103100,3000
21,0.6569897333780924,0.7356913685798645,0.8133333333333334,512,0.0005,25,1024,1,simcse,768,1670103100,3000
22,0.6738722125689188,0.7350037097930908,0.8111111111111111,512,0.0005,25,1024,1,simcse,768,1670103100,3000
23,0.643217921257019,0.7321813106536865,0.8155555555555556,512,0.0005,25,1024,1,simcse,768,1670103100,3000
24,0.6814476450284322,0.7257130146026611,0.8222222222222222,512,0.0005,25,1024,1,simcse,768,1670103100,3000
0,1.097212553024292,1.0839955806732178,0.5523809523809524,512,0.0005,25,1024,1,simcse,768,1670103728,3500
1,1.0770076115926106,1.0376453399658203,0.5523809523809524,512,0.0005,25,1024,1,simcse,768,1670103728,3500
2,1.0266101757685344,0.9665438532829284,0.5523809523809524,512,0.0005,25,1024,1,simcse,768,1670103728,3500
3,0.990824560324351,0.943613350391388,0.5523809523809524,512,0.0005,25,1024,1,simcse,768,1670103728,3500
4,0.961405615011851,0.91611510515213,0.5523809523809524,512,0.0005,25,1024,1,simcse,768,1670103728,3500
5,0.9368483225504556,0.8981469869613647,0.6838095238095238,512,0.0005,25,1024,1,simcse,768,1670103728,3500
6,0.9160487254460652,0.8791824579238892,0.7066666666666667,512,0.0005,25,1024,1,simcse,768,1670103728,3500
7,0.8964763879776001,0.8545007109642029,0.76,512,0.0005,25,1024,1,simcse,768,1670103728,3500
8,0.8692825635274252,0.8198086023330688,0.8304761904761905,512,0.0005,25,1024,1,simcse,768,1670103728,3500
9,0.8314639329910278,0.7633683085441589,0.819047619047619,512,0.0005,25,1024,1,simcse,768,1670103728,3500
10,0.76729416847229,0.7242043018341064,0.8228571428571428,512,0.0005,25,1024,1,simcse,768,1670103728,3500
11,0.7240867217381796,0.708884596824646,0.8438095238095238,512,0.0005,25,1024,1,simcse,768,1670103728,3500
12,0.7073086102803549,0.7035415172576904,0.8457142857142858,512,0.0005,25,1024,1,simcse,768,1670103728,3500
13,0.6946016748746237,0.7038558721542358,0.8419047619047619,512,0.0005,25,1024,1,simcse,768,1670103728,3500
14,0.6902923186620077,0.6976696848869324,0.8476190476190476,512,0.0005,25,1024,1,simcse,768,1670103728,3500
15,0.6792435050010681,0.6939479112625122,0.8533333333333334,512,0.0005,25,1024,1,simcse,768,1670103728,3500
16,0.6687238613764445,0.6939324140548706,0.8571428571428571,512,0.0005,25,1024,1,simcse,768,1670103728,3500
17,0.6696494619051615,0.7012860774993896,0.8495238095238096,512,0.0005,25,1024,1,simcse,768,1670103728,3500
18,0.6652399698893229,0.6892596483230591,0.8628571428571429,512,0.0005,25,1024,1,simcse,768,1670103728,3500
19,0.6584867040316263,0.6931313872337341,0.8571428571428571,512,0.0005,25,1024,1,simcse,768,1670103728,3500
20,0.6491259336471558,0.6955549716949463,0.8571428571428571,512,0.0005,25,1024,1,simcse,768,1670103728,3500
21,0.654046098391215,0.6947531700134277,0.8533333333333334,512,0.0005,25,1024,1,simcse,768,1670103728,3500
22,0.6532448331514994,0.6905252933502197,0.8590476190476191,512,0.0005,25,1024,1,simcse,768,1670103728,3500
23,0.6483318010965983,0.6871800422668457,0.8628571428571429,512,0.0005,25,1024,1,simcse,768,1670103728,3500
24,0.6423263748486837,0.6877580881118774,0.8628571428571429,512,0.0005,25,1024,1,simcse,768,1670103728,3500
0,1.097292184829712,1.0869005918502808,0.5116666666666667,512,0.0005,25,1024,1,simcse,768,1670103132,4000
1,1.0779261191685994,1.0471305847167969,0.5116666666666667,512,0.0005,25,1024,1,simcse,768,1670103132,4000
2,1.025543173154195,0.9940811991691588,0.5116666666666667,512,0.0005,25,1024,1,simcse,768,1670103132,4000
3,0.9941133658091228,0.9690678119659424,0.5116666666666667,512,0.0005,25,1024,1,simcse,768,1670103132,4000
4,0.955731431643168,0.9367294311523438,0.5933333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
5,0.9340388774871826,0.9127420783042908,0.695,512,0.0005,25,1024,1,simcse,768,1670103132,4000
6,0.906756361325582,0.8879776000976562,0.7216666666666667,512,0.0005,25,1024,1,simcse,768,1670103132,4000
7,0.8739505807558695,0.8387594223022461,0.8066666666666666,512,0.0005,25,1024,1,simcse,768,1670103132,4000
8,0.8202237685521444,0.773918867111206,0.8116666666666666,512,0.0005,25,1024,1,simcse,768,1670103132,4000
9,0.7558509707450867,0.7336129546165466,0.8233333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
10,0.7214464147885641,0.727475643157959,0.8183333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
11,0.7113972504933676,0.71856689453125,0.825,512,0.0005,25,1024,1,simcse,768,1670103132,4000
12,0.7036003470420837,0.7228685021400452,0.8266666666666667,512,0.0005,25,1024,1,simcse,768,1670103132,4000
13,0.6968711813290914,0.721068799495697,0.82,512,0.0005,25,1024,1,simcse,768,1670103132,4000
14,0.6858728329340616,0.7166917324066162,0.8333333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
15,0.6820723215738932,0.7103955149650574,0.835,512,0.0005,25,1024,1,simcse,768,1670103132,4000
16,0.6754915515581766,0.7118890881538391,0.8383333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
17,0.671800951162974,0.7040101289749146,0.85,512,0.0005,25,1024,1,simcse,768,1670103132,4000
18,0.6637774507204691,0.7096999287605286,0.835,512,0.0005,25,1024,1,simcse,768,1670103132,4000
19,0.6606566707293192,0.7078319787979126,0.8416666666666667,512,0.0005,25,1024,1,simcse,768,1670103132,4000
20,0.6553212602933248,0.7080251574516296,0.8433333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
21,0.6540032227834066,0.7095029950141907,0.8433333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
22,0.6531021197636923,0.7075668573379517,0.8433333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
23,0.650460422039032,0.7094477415084839,0.84,512,0.0005,25,1024,1,simcse,768,1670103132,4000
24,0.6462484200795492,0.7052972316741943,0.8433333333333334,512,0.0005,25,1024,1,simcse,768,1670103132,4000
0,1.0914112031459808,1.0746742486953735,0.5155555555555555,512,0.0005,25,1024,1,simcse,768,1670103759,4500
1,1.0510966181755066,1.001384973526001,0.5155555555555555,512,0.0005,25,1024,1,simcse,768,1670103759,4500
2,0.9823659211397172,0.9552093148231506,0.5155555555555555,512,0.0005,25,1024,1,simcse,768,1670103759,4500
3,0.954367384314537,0.9284655451774596,0.7051851851851851,512,0.0005,25,1024,1,simcse,768,1670103759,4500
4,0.9104809165000916,0.8746389150619507,0.7496296296296296,512,0.0005,25,1024,1,simcse,768,1670103759,4500
5,0.856600433588028,0.8095420002937317,0.7792592592592592,512,0.0005,25,1024,1,simcse,768,1670103759,4500
6,0.77822245657444,0.7504997849464417,0.7925925925925926,512,0.0005,25,1024,1,simcse,768,1670103759,4500
7,0.7328070104122162,0.735569417476654,0.8044444444444444,512,0.0005,25,1024,1,simcse,768,1670103759,4500
8,0.7298794835805893,0.7224907279014587,0.8311111111111111,512,0.0005,25,1024,1,simcse,768,1670103759,4500
9,0.7111304551362991,0.7271965146064758,0.8251851851851851,512,0.0005,25,1024,1,simcse,768,1670103759,4500
10,0.7312988191843033,0.7148381471633911,0.8296296296296296,512,0.0005,25,1024,1,simcse,768,1670103759,4500
11,0.7105872184038162,0.7167168259620667,0.8311111111111111,512,0.0005,25,1024,1,simcse,768,1670103759,4500
12,0.6994684636592865,0.7056896090507507,0.8385185185185186,512,0.0005,25,1024,1,simcse,768,1670103759,4500
13,0.6937927752733231,0.7117524147033691,0.8385185185185186,512,0.0005,25,1024,1,simcse,768,1670103759,4500
14,0.6974995881319046,0.7076849341392517,0.8429629629629629,512,0.0005,25,1024,1,simcse,768,1670103759,4500
15,0.6964134871959686,0.708251416683197,0.8340740740740741,512,0.0005,25,1024,1,simcse,768,1670103759,4500
16,0.7053402364253998,0.7157317996025085,0.8296296296296296,512,0.0005,25,1024,1,simcse,768,1670103759,4500
17,0.688291385769844,0.7083645462989807,0.8355555555555556,512,0.0005,25,1024,1,simcse,768,1670103759,4500
18,0.6735818982124329,0.7073745727539062,0.84,512,0.0005,25,1024,1,simcse,768,1670103759,4500
19,0.6689692288637161,0.7058036923408508,0.837037037037037,512,0.0005,25,1024,1,simcse,768,1670103759,4500
20,0.6607822924852371,0.7043836712837219,0.8429629629629629,512,0.0005,25,1024,1,simcse,768,1670103759,4500
21,0.6646664440631866,0.7051714062690735,0.845925925925926,512,0.0005,25,1024,1,simcse,768,1670103759,4500
22,0.6665353327989578,0.7096500396728516,0.84,512,0.0005,25,1024,1,simcse,768,1670103759,4500
23,0.6627694666385651,0.6972715854644775,0.8488888888888889,512,0.0005,25,1024,1,simcse,768,1670103759,4500
24,0.6737552434206009,0.695581316947937,0.8503703703703703,512,0.0005,25,1024,1,simcse,768,1670103759,4500
0,1.092551350593567,1.076466083526611,0.4853333333333333,512,0.0005,25,1024,1,simcse,768,1670103173,5000
1,1.0556586682796478,1.0127747058868408,0.4853333333333333,512,0.0005,25,1024,1,simcse,768,1670103173,5000
2,1.0003505051136017,0.966582417488098,0.4853333333333333,512,0.0005,25,1024,1,simcse,768,1670103173,5000
3,0.9544037580490112,0.9297593832015992,0.7053333333333334,512,0.0005,25,1024,1,simcse,768,1670103173,5000
4,0.9081854075193404,0.8758215308189392,0.7466666666666667,512,0.0005,25,1024,1,simcse,768,1670103173,5000
5,0.838197335600853,0.7970592975616455,0.796,512,0.0005,25,1024,1,simcse,768,1670103173,5000
6,0.7669587880373001,0.7672332525253296,0.7773333333333333,512,0.0005,25,1024,1,simcse,768,1670103173,5000
7,0.7330512553453445,0.7358106374740601,0.816,512,0.0005,25,1024,1,simcse,768,1670103173,5000
8,0.7139111161231995,0.7410797476768494,0.804,512,0.0005,25,1024,1,simcse,768,1670103173,5000
9,0.6991851776838303,0.7177075743675232,0.828,512,0.0005,25,1024,1,simcse,768,1670103173,5000
10,0.6889372766017914,0.7248865365982056,0.8253333333333334,512,0.0005,25,1024,1,simcse,768,1670103173,5000
11,0.6827705502510071,0.7169674634933472,0.832,512,0.0005,25,1024,1,simcse,768,1670103173,5000
12,0.6768481284379959,0.7128173112869263,0.832,512,0.0005,25,1024,1,simcse,768,1670103173,5000
13,0.6709600389003754,0.7232071161270142,0.8186666666666667,512,0.0005,25,1024,1,simcse,768,1670103173,5000
14,0.6673728674650192,0.7110427021980286,0.8386666666666667,512,0.0005,25,1024,1,simcse,768,1670103173,5000
15,0.6701181530952454,0.7207525968551636,0.8226666666666667,512,0.0005,25,1024,1,simcse,768,1670103173,5000
16,0.6604723185300827,0.7097198367118835,0.8373333333333334,512,0.0005,25,1024,1,simcse,768,1670103173,5000
17,0.6573188900947571,0.7094501852989197,0.836,512,0.0005,25,1024,1,simcse,768,1670103173,5000
18,0.6528620570898056,0.7140688300132751,0.8306666666666667,512,0.0005,25,1024,1,simcse,768,1670103173,5000
19,0.6466417610645294,0.7033243775367737,0.8466666666666667,512,0.0005,25,1024,1,simcse,768,1670103173,5000
20,0.6424451023340225,0.7099866271018982,0.8346666666666667,512,0.0005,25,1024,1,simcse,768,1670103173,5000
21,0.6436016410589218,0.7017710208892822,0.844,512,0.0005,25,1024,1,simcse,768,1670103173,5000
22,0.6382705867290497,0.7029367089271545,0.8453333333333334,512,0.0005,25,1024,1,simcse,768,1670103173,5000
23,0.6334375292062759,0.7044840455055237,0.8413333333333334,512,0.0005,25,1024,1,simcse,768,1670103173,5000
24,0.6350614279508591,0.7044684290885925,0.8426666666666667,512,0.0005,25,1024,1,simcse,768,1670103173,5000
0,1.0941890478134155,1.0775116682052612,0.4891041162227603,512,0.0005,25,1024,1,simcse,768,1670103792,5500
1,1.0557926297187803,1.0115482807159424,0.4891041162227603,512,0.0005,25,1024,1,simcse,768,1670103792,5500
2,0.9994089007377625,0.965867519378662,0.4891041162227603,512,0.0005,25,1024,1,simcse,768,1670103792,5500
3,0.9492997378110886,0.9177390336990356,0.7167070217917676,512,0.0005,25,1024,1,simcse,768,1670103792,5500
4,0.8965302556753159,0.8482770323753357,0.7481840193704601,512,0.0005,25,1024,1,simcse,768,1670103792,5500
5,0.8158873319625854,0.7652701139450073,0.7917675544794189,512,0.0005,25,1024,1,simcse,768,1670103792,5500
6,0.7486430406570435,0.7452185153961182,0.7978208232445521,512,0.0005,25,1024,1,simcse,768,1670103792,5500
7,0.7290537357330322,0.72916179895401,0.8220338983050848,512,0.0005,25,1024,1,simcse,768,1670103792,5500
8,0.7173649072647095,0.7257481217384338,0.8159806295399515,512,0.0005,25,1024,1,simcse,768,1670103792,5500
9,0.7006666660308838,0.7271444797515869,0.8268765133171913,512,0.0005,25,1024,1,simcse,768,1670103792,5500
10,0.6925781220197678,0.7186636328697205,0.8317191283292978,512,0.0005,25,1024,1,simcse,768,1670103792,5500
11,0.6858650296926498,0.7359548807144165,0.8050847457627118,512,0.0005,25,1024,1,simcse,768,1670103792,5500
12,0.6835827976465225,0.7163817286491394,0.8329297820823245,512,0.0005,25,1024,1,simcse,768,1670103792,5500
13,0.6724449098110199,0.7302630543708801,0.8159806295399515,512,0.0005,25,1024,1,simcse,768,1670103792,5500
14,0.6737151890993118,0.7172310948371887,0.8317191283292978,512,0.0005,25,1024,1,simcse,768,1670103792,5500
15,0.6645593345165253,0.7257776856422424,0.8208232445520581,512,0.0005,25,1024,1,simcse,768,1670103792,5500
16,0.6606126427650452,0.7122355699539185,0.8305084745762712,512,0.0005,25,1024,1,simcse,768,1670103792,5500
17,0.6559421420097351,0.7146486639976501,0.8317191283292978,512,0.0005,25,1024,1,simcse,768,1670103792,5500
18,0.6514361649751663,0.7114897966384888,0.8365617433414043,512,0.0005,25,1024,1,simcse,768,1670103792,5500
19,0.6479049026966095,0.7078019976615906,0.8426150121065376,512,0.0005,25,1024,1,simcse,768,1670103792,5500
20,0.6442521810531616,0.7091467976570129,0.8389830508474576,512,0.0005,25,1024,1,simcse,768,1670103792,5500
21,0.6424593478441238,0.7064772248268127,0.8426150121065376,512,0.0005,25,1024,1,simcse,768,1670103792,5500
22,0.6391340643167496,0.7126917839050293,0.8341404358353511,512,0.0005,25,1024,1,simcse,768,1670103792,5500
