epoch,train_loss,val_loss,val_acc,hidden_dim,learning_rate,num_epochs,batch_size,n_layers,model,input_dim,timestamp,n_samples
17,0.645510220527649,0.7217881083488464,0.8174358974358974,512,0.0005,25,1024,1,simcse,768,1670118032,6500
18,0.6418368935585022,0.7211744785308838,0.8215384615384616,512,0.0005,25,1024,1,simcse,768,1670118032,6500
19,0.6398552179336547,0.7173961400985718,0.8256410256410256,512,0.0005,25,1024,1,simcse,768,1670118032,6500
20,0.6321531772613526,0.7172630429267883,0.8276923076923077,512,0.0005,25,1024,1,simcse,768,1670118032,6500
21,0.630633020401001,0.7114381194114685,0.837948717948718,512,0.0005,25,1024,1,simcse,768,1670118032,6500
22,0.6289345145225524,0.7162425518035889,0.8317948717948718,512,0.0005,25,1024,1,simcse,768,1670118032,6500
23,0.6278226017951966,0.7121440172195435,0.8358974358974359,512,0.0005,25,1024,1,simcse,768,1670118032,6500
24,0.627092719078064,0.7132299542427063,0.8358974358974359,512,0.0005,25,1024,1,simcse,768,1670118032,6500
0,1.0853419542312621,1.0474645495414734,0.5730168269230769,512,0.0005,25,1024,1,simcse,768,1670118068,7000
1,1.031141710281372,0.9294978678226471,0.5730168269230769,512,0.0005,25,1024,1,simcse,768,1670118068,7000
2,0.9717006921768189,0.9046823978424072,0.6607947716346154,512,0.0005,25,1024,1,simcse,768,1670118068,7000
3,0.9165935039520263,0.8418985307216644,0.7931941105769231,512,0.0005,25,1024,1,simcse,768,1670118068,7000
4,0.8241180300712585,0.7507674694061279,0.8146784855769231,512,0.0005,25,1024,1,simcse,768,1670118068,7000
5,0.7435283780097961,0.7195608913898468,0.8185847355769231,512,0.0005,25,1024,1,simcse,768,1670118068,7000
6,0.7239785552024841,0.6948021948337555,0.8500225360576923,512,0.0005,25,1024,1,simcse,768,1670118068,7000
7,0.7072925567626953,0.701480895280838,0.8327448918269231,512,0.0005,25,1024,1,simcse,768,1670118068,7000
8,0.691718316078186,0.6815609931945801,0.8751126802884616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
9,0.6842480182647706,0.68325275182724,0.8558819110576923,512,0.0005,25,1024,1,simcse,768,1670118068,7000
10,0.6771781325340271,0.6795989573001862,0.8765775240384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
11,0.6708119511604309,0.6738568544387817,0.8785306490384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
12,0.666165542602539,0.6930531561374664,0.8529522235576923,512,0.0005,25,1024,1,simcse,768,1670118068,7000
13,0.6628215193748475,0.6721883118152618,0.8799954927884616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
14,0.6590470314025879,0.674306720495224,0.8814603365384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
15,0.6528528928756714,0.6674614548683167,0.8834134615384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
16,0.6478648066520691,0.6730189025402069,0.8790189302884616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
17,0.6454366087913513,0.6726031601428986,0.8785306490384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
18,0.6414670705795288,0.6719232797622681,0.8775540865384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
19,0.6392528533935546,0.6707944571971893,0.8795072115384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
20,0.6372949957847596,0.6686843931674957,0.8824368990384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
21,0.6338366270065308,0.6712245643138885,0.8780423677884616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
22,0.6318963289260864,0.6697683036327362,0.8819486177884616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
23,0.6293535590171814,0.6667188704013824,0.8839017427884616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
24,0.6255650877952575,0.6657673716545105,0.8843900240384616,512,0.0005,25,1024,1,simcse,768,1670118068,7000
0,1.0849326252937317,1.0596258640289307,0.4636979811262376,512,0.0005,25,1024,1,simcse,768,1670118107,7500
1,1.0248506863911946,0.9938541054725647,0.5397876701732673,512,0.0005,25,1024,1,simcse,768,1670118107,7500
2,0.9520682195822397,0.9168970882892609,0.6245987391707921,512,0.0005,25,1024,1,simcse,768,1670118107,7500
3,0.866179754336675,0.8226926028728485,0.7585618425123762,512,0.0005,25,1024,1,simcse,768,1670118107,7500
4,0.7868165771166483,0.7493644654750824,0.8013130414603961,512,0.0005,25,1024,1,simcse,768,1670118107,7500
5,0.7330138186613718,0.7295634150505066,0.818538250309406,512,0.0005,25,1024,1,simcse,768,1670118107,7500
6,0.7154073417186737,0.72190922498703,0.820491375309406,512,0.0005,25,1024,1,simcse,768,1670118107,7500
7,0.6991815368334452,0.7171797454357147,0.824397625309406,512,0.0005,25,1024,1,simcse,768,1670118107,7500
8,0.695401132106781,0.7095868587493896,0.8328337716584158,512,0.0005,25,1024,1,simcse,768,1670118107,7500
9,0.6789417763551077,0.7008297443389893,0.8461527305074257,512,0.0005,25,1024,1,simcse,768,1670118107,7500
10,0.6775858998298645,0.7073408663272858,0.8397373917079207,512,0.0005,25,1024,1,simcse,768,1670118107,7500
11,0.6785025099913279,0.6998043656349182,0.8520797880569306,512,0.0005,25,1024,1,simcse,768,1670118107,7500
12,0.6662726600964864,0.6980656385421753,0.8525680693069306,512,0.0005,25,1024,1,simcse,768,1670118107,7500
13,0.6592944264411926,0.6984680891036987,0.8495706992574257,512,0.0005,25,1024,1,simcse,768,1670118107,7500
14,0.6572998563448588,0.6936624944210052,0.8579391630569306,512,0.0005,25,1024,1,simcse,768,1670118107,7500
15,0.6511821349461874,0.6948664784431458,0.8545211943069306,512,0.0005,25,1024,1,simcse,768,1670118107,7500
16,0.6508739093939463,0.6990791261196136,0.8455967667079207,512,0.0005,25,1024,1,simcse,768,1670118107,7500
17,0.6521488626797994,0.6884454488754272,0.8643545018564356,512,0.0005,25,1024,1,simcse,768,1670118107,7500
18,0.6459315121173859,0.6941314339637756,0.8485264542079207,512,0.0005,25,1024,1,simcse,768,1670118107,7500
19,0.6432502766450247,0.6949049234390259,0.8529886680074257,512,0.0005,25,1024,1,simcse,768,1670118107,7500
20,0.6462636590003967,0.6883935034275055,0.8663076268564356,512,0.0005,25,1024,1,simcse,768,1670118107,7500
21,0.6363468766212463,0.6886639297008514,0.8564743193069306,512,0.0005,25,1024,1,simcse,768,1670118107,7500
22,0.6387606064478556,0.6894232928752899,0.8519444229579207,512,0.0005,25,1024,1,simcse,768,1670118107,7500
23,0.6320556799570719,0.6886982321739197,0.8608688505569306,512,0.0005,25,1024,1,simcse,768,1670118107,7500
24,0.631280908981959,0.6898618042469025,0.8598922880569306,512,0.0005,25,1024,1,simcse,768,1670118107,7500
0,1.0848769148190816,1.0396648049354553,0.5158025568181819,512,0.0005,25,1024,1,simcse,768,1670118146,8000
1,1.012692242860794,0.9516717195510864,0.5158025568181819,512,0.0005,25,1024,1,simcse,768,1670118146,8000
2,0.9415136178334554,0.8922748863697052,0.7245649857954546,512,0.0005,25,1024,1,simcse,768,1670118146,8000
3,0.849641760190328,0.7825722098350525,0.7732599431818181,512,0.0005,25,1024,1,simcse,768,1670118146,8000
4,0.7493196030457815,0.7440629005432129,0.7991832386363636,512,0.0005,25,1024,1,simcse,768,1670118146,8000
5,0.72103684147199,0.7188031375408173,0.8274591619318181,512,0.0005,25,1024,1,simcse,768,1670118146,8000
6,0.7044755816459656,0.7206106185913086,0.826171875,512,0.0005,25,1024,1,simcse,768,1670118146,8000
7,0.6900268296400706,0.7173995971679688,0.8285245028409092,512,0.0005,25,1024,1,simcse,768,1670118146,8000
8,0.6875348687171936,0.7040965259075165,0.8429066051136364,512,0.0005,25,1024,1,simcse,768,1670118146,8000
9,0.6790231863657633,0.7083118259906769,0.8377130681818181,512,0.0005,25,1024,1,simcse,768,1670118146,8000
10,0.6745142638683319,0.7009568810462952,0.8433948863636364,512,0.0005,25,1024,1,simcse,768,1670118146,8000
11,0.6654339035352071,0.6946766674518585,0.8520063920454546,512,0.0005,25,1024,1,simcse,768,1670118146,8000
12,0.6606191396713257,0.6925741136074066,0.8510298295454546,512,0.0005,25,1024,1,simcse,768,1670118146,8000
13,0.6579235196113586,0.697072446346283,0.8496537642045454,512,0.0005,25,1024,1,simcse,768,1670118146,8000
14,0.6534782648086548,0.6979393661022186,0.8481889204545454,512,0.0005,25,1024,1,simcse,768,1670118146,8000
15,0.6517068147659302,0.6942374408245087,0.8487659801136364,512,0.0005,25,1024,1,simcse,768,1670118146,8000
16,0.645208994547526,0.696174681186676,0.8520063920454546,512,0.0005,25,1024,1,simcse,768,1670118146,8000
17,0.6474678715070089,0.6942983269691467,0.8544477982954546,512,0.0005,25,1024,1,simcse,768,1670118146,8000
18,0.6424610813458761,0.6894774436950684,0.8578657670454546,512,0.0005,25,1024,1,simcse,768,1670118146,8000
19,0.6408885518709818,0.6926492154598236,0.8544477982954546,512,0.0005,25,1024,1,simcse,768,1670118146,8000
20,0.6340165932973226,0.6873582899570465,0.8582652698863636,512,0.0005,25,1024,1,simcse,768,1670118146,8000
21,0.6349608302116394,0.6865857541561127,0.8677645596590908,512,0.0005,25,1024,1,simcse,768,1670118146,8000
22,0.6336959004402161,0.6888338923454285,0.8620827414772727,512,0.0005,25,1024,1,simcse,768,1670118146,8000
23,0.6337284942468008,0.6917099058628082,0.8578657670454546,512,0.0005,25,1024,1,simcse,768,1670118146,8000
24,0.6327109734217325,0.6949208676815033,0.8530717329545454,512,0.0005,25,1024,1,simcse,768,1670118146,8000
0,1.0870753328005474,1.0560656785964966,0.45191694160856577,512,0.0005,25,1024,1,simcse,768,1670118188,8500
1,1.0215577979882557,0.9721029996871948,0.45191694160856577,512,0.0005,25,1024,1,simcse,768,1670118188,8500
2,0.942663570245107,0.8804235458374023,0.7445802726593626,512,0.0005,25,1024,1,simcse,768,1670118188,8500
3,0.8342320621013641,0.7422722280025482,0.8245766932270917,512,0.0005,25,1024,1,simcse,768,1670118188,8500
4,0.745855838060379,0.712283581495285,0.8377602869770917,512,0.0005,25,1024,1,simcse,768,1670118188,8500
5,0.7178833882013956,0.7040094137191772,0.8460610682270917,512,0.0005,25,1024,1,simcse,768,1670118188,8500
6,0.7030536929766337,0.6983967423439026,0.8559434138446216,512,0.0005,25,1024,1,simcse,768,1670118188,8500
7,0.6936826407909393,0.6972419619560242,0.8519204432270917,512,0.0005,25,1024,1,simcse,768,1670118188,8500
8,0.6830028692881266,0.6955801248550415,0.8534631007221116,512,0.0005,25,1024,1,simcse,768,1670118188,8500
9,0.676859180132548,0.6932723820209503,0.8564316950946216,512,0.0005,25,1024,1,simcse,768,1670118188,8500
10,0.6733656326929728,0.6890178024768829,0.8608651332171315,512,0.0005,25,1024,1,simcse,768,1670118188,8500
11,0.6651361087958018,0.6853741705417633,0.8618416957171315,512,0.0005,25,1024,1,simcse,768,1670118188,8500
12,0.6594548722108206,0.6827474236488342,0.8663140407121515,512,0.0005,25,1024,1,simcse,768,1670118188,8500
13,0.6553713977336884,0.6803532838821411,0.8707863857071714,512,0.0005,25,1024,1,simcse,768,1670118188,8500
14,0.6512280503908793,0.6829533576965332,0.8683449794571714,512,0.0005,25,1024,1,simcse,768,1670118188,8500
15,0.649343878030777,0.6788716614246368,0.8728173244521913,512,0.0005,25,1024,1,simcse,768,1670118188,8500
16,0.6458366811275482,0.6821419894695282,0.8688332607071714,512,0.0005,25,1024,1,simcse,768,1670118188,8500
17,0.6440742413202921,0.6761009693145752,0.8732277919571714,512,0.0005,25,1024,1,simcse,768,1670118188,8500
18,0.6421644786993662,0.677326112985611,0.8726616969621515,512,0.0005,25,1024,1,simcse,768,1670118188,8500
19,0.6403959194819132,0.6759865880012512,0.8761574794571714,512,0.0005,25,1024,1,simcse,768,1670118188,8500
20,0.6370609899361929,0.6772490441799164,0.8736771663346614,512,0.0005,25,1024,1,simcse,768,1670118188,8500
21,0.6378286282221476,0.6735561490058899,0.8757081050796813,512,0.0005,25,1024,1,simcse,768,1670118188,8500
22,0.6341979205608368,0.673951655626297,0.8766846675796813,512,0.0005,25,1024,1,simcse,768,1670118188,8500
23,0.6332214574019114,0.6736045777797699,0.8776612300796813,512,0.0005,25,1024,1,simcse,768,1670118188,8500
24,0.6329982578754425,0.6739038825035095,0.8747315425796813,512,0.0005,25,1024,1,simcse,768,1670118188,8500
0,1.0837461948394775,1.0363221168518066,0.46645238209355827,512,0.0005,25,1024,1,simcse,768,1670118234,9000
1,0.9946349263191223,0.928499162197113,0.6400258819018405,512,0.0005,25,1024,1,simcse,768,1670118234,9000
2,0.8802155171121869,0.7997846603393555,0.7933731547162577,512,0.0005,25,1024,1,simcse,768,1670118234,9000
3,0.767899717603411,0.7353520095348358,0.807113928297546,512,0.0005,25,1024,1,simcse,768,1670118234,9000
4,0.7335964781897408,0.7237122356891632,0.8239910851226994,512,0.0005,25,1024,1,simcse,768,1670118234,9000
5,0.708591069493975,0.7109975516796112,0.8381452501917178,512,0.0005,25,1024,1,simcse,768,1670118234,9000
6,0.6939745885985238,0.7069419026374817,0.8383579371165644,512,0.0005,25,1024,1,simcse,768,1670118234,9000
7,0.6900244355201721,0.7082763612270355,0.8449811876917178,512,0.0005,25,1024,1,simcse,768,1670118234,9000
8,0.6871544122695923,0.7020178437232971,0.8480486723542945,512,0.0005,25,1024,1,simcse,768,1670118234,9000
9,0.6750621795654297,0.6996451318264008,0.845819953029141,512,0.0005,25,1024,1,simcse,768,1670118234,9000
10,0.6692520550319127,0.6963552236557007,0.8555795868481595,512,0.0005,25,1024,1,simcse,768,1670118234,9000
11,0.6663428885596139,0.6934925317764282,0.8585781729294479,512,0.0005,25,1024,1,simcse,768,1670118234,9000
12,0.6610250132424491,0.6945370137691498,0.8503522814417178,512,0.0005,25,1024,1,simcse,768,1670118234,9000
13,0.6580798029899597,0.6908880174160004,0.8559300709355828,512,0.0005,25,1024,1,simcse,768,1670118234,9000
14,0.6506471037864685,0.6884446740150452,0.8609506805981595,512,0.0005,25,1024,1,simcse,768,1670118234,9000
15,0.6481078607695443,0.688627153635025,0.8584403757668712,512,0.0005,25,1024,1,simcse,768,1670118234,9000
16,0.6420704552105495,0.6884076595306396,0.8584403757668712,512,0.0005,25,1024,1,simcse,768,1670118234,9000
17,0.6434653145926339,0.6858222186565399,0.8584403757668712,512,0.0005,25,1024,1,simcse,768,1670118234,9000
18,0.6391130770955767,0.6865828931331635,0.8629727041794479,512,0.0005,25,1024,1,simcse,768,1670118234,9000
19,0.6389788048607963,0.6892794072628021,0.8573949146855828,512,0.0005,25,1024,1,simcse,768,1670118234,9000
20,0.634970383984702,0.6860477328300476,0.8578142973542945,512,0.0005,25,1024,1,simcse,768,1670118234,9000
21,0.6333623017583575,0.6826362609863281,0.8679933138420246,512,0.0005,25,1024,1,simcse,768,1670118234,9000
22,0.6300089614731925,0.6859849989414215,0.8628349070168712,512,0.0005,25,1024,1,simcse,768,1670118234,9000
23,0.6317140800612313,0.686785489320755,0.8613700632668712,512,0.0005,25,1024,1,simcse,768,1670118234,9000
24,0.6286393914903913,0.6846752166748047,0.8649258291794479,512,0.0005,25,1024,1,simcse,768,1670118234,9000
0,1.0852863788604736,1.0418533682823181,0.4670538010442643,512,0.0005,25,1024,1,simcse,768,1670118280,9500
1,1.000645739691598,0.9482440054416656,0.5751916595230673,512,0.0005,25,1024,1,simcse,768,1670118280,9500
2,0.9019432408469064,0.8214766085147858,0.7791032672225686,512,0.0005,25,1024,1,simcse,768,1670118280,9500
3,0.7645273974963597,0.7451781332492828,0.7984689156016209,512,0.0005,25,1024,1,simcse,768,1670118280,9500
4,0.7208356431552342,0.7269205451011658,0.8177213216957606,512,0.0005,25,1024,1,simcse,768,1670118280,9500
5,0.70486809526171,0.7129440605640411,0.8349682434538653,512,0.0005,25,1024,1,simcse,768,1670118280,9500
6,0.6939329760415214,0.7061710953712463,0.8421792199189526,512,0.0005,25,1024,1,simcse,768,1670118280,9500
7,0.6848211458751133,0.7100124359130859,0.8364854465399003,512,0.0005,25,1024,1,simcse,768,1670118280,9500
8,0.6782659717968532,0.7062046527862549,0.8433213840399003,512,0.0005,25,1024,1,simcse,768,1670118280,9500
9,0.6681333780288696,0.701249361038208,0.8477682746259352,512,0.0005,25,1024,1,simcse,768,1670118280,9500
10,0.6641986625535148,0.7040548324584961,0.8421792199189526,512,0.0005,25,1024,1,simcse,768,1670118280,9500
11,0.6577579719679696,0.6967518925666809,0.85026204021197,512,0.0005,25,1024,1,simcse,768,1670118280,9500
12,0.6526717032705035,0.695409893989563,0.85319172771197,512,0.0005,25,1024,1,simcse,768,1670118280,9500
13,0.648465463093349,0.6882447898387909,0.8629488290991272,512,0.0005,25,1024,1,simcse,768,1670118280,9500
14,0.6427748884473529,0.6899395883083344,0.8564440948410225,512,0.0005,25,1024,1,simcse,768,1670118280,9500
15,0.6400781103542873,0.68914595246315,0.8606730244700749,512,0.0005,25,1024,1,simcse,768,1670118280,9500
16,0.638900169304439,0.6869580149650574,0.8628964697630923,512,0.0005,25,1024,1,simcse,768,1670118280,9500
17,0.6351589134761265,0.6846188902854919,0.8633847510130923,512,0.0005,25,1024,1,simcse,768,1670118280,9500
18,0.6330284476280212,0.6819213628768921,0.8671253993921446,512,0.0005,25,1024,1,simcse,768,1670118280,9500
19,0.6311650957380023,0.6841801404953003,0.8644136728491272,512,0.0005,25,1024,1,simcse,768,1670118280,9500
20,0.6308014137404305,0.6866496801376343,0.8646839931421446,512,0.0005,25,1024,1,simcse,768,1670118280,9500
21,0.6297522698129926,0.6845551431179047,0.8631667900561097,512,0.0005,25,1024,1,simcse,768,1670118280,9500
22,0.6298878703798566,0.6815477609634399,0.8666371181421446,512,0.0005,25,1024,1,simcse,768,1670118280,9500
23,0.6272848674229213,0.6755174398422241,0.8715722899781795,512,0.0005,25,1024,1,simcse,768,1670118280,9500
24,0.6247453093528748,0.6774005591869354,0.871354329021197,512,0.0005,25,1024,1,simcse,768,1670118280,9500
0,1.080587523324149,1.0351014137268066,0.4652745863970588,512,0.0005,25,1024,1,simcse,768,1670118331,10000
1,0.9951142157827105,0.9312391877174377,0.665695575105042,512,0.0005,25,1024,1,simcse,768,1670118331,10000
2,0.870753288269043,0.7769396007061005,0.7809668789390756,512,0.0005,25,1024,1,simcse,768,1670118331,10000
3,0.7454708644321987,0.7366178631782532,0.8114906118697479,512,0.0005,25,1024,1,simcse,768,1670118331,10000
4,0.7144298042569842,0.722270131111145,0.8186219800420168,512,0.0005,25,1024,1,simcse,768,1670118331,10000
5,0.7025593774659293,0.7093456089496613,0.8358882615546219,512,0.0005,25,1024,1,simcse,768,1670118331,10000
6,0.6927957449640546,0.7072416245937347,0.8427529214810925,512,0.0005,25,1024,1,simcse,768,1670118331,10000
7,0.6866950733321053,0.7069599032402039,0.8389656643907564,512,0.0005,25,1024,1,simcse,768,1670118331,10000
8,0.6830199871744428,0.7031151950359344,0.8461708902310925,512,0.0005,25,1024,1,simcse,768,1670118331,10000
9,0.675749591418675,0.6999857723712921,0.8468068868172269,512,0.0005,25,1024,1,simcse,768,1670118331,10000
10,0.6684613653591701,0.693659633398056,0.8542788209033614,512,0.0005,25,1024,1,simcse,768,1670118331,10000
11,0.6627362029893058,0.6894177496433258,0.8578445049894958,512,0.0005,25,1024,1,simcse,768,1670118331,10000
12,0.6563285163470677,0.689307451248169,0.8567940848214286,512,0.0005,25,1024,1,simcse,768,1670118331,10000
13,0.6504221984318325,0.6887405514717102,0.860359768907563,512,0.0005,25,1024,1,simcse,768,1670118331,10000
14,0.6453794496400016,0.6875078678131104,0.8615579044117647,512,0.0005,25,1024,1,simcse,768,1670118331,10000
15,0.6430392009871346,0.6877272427082062,0.8609957654936975,512,0.0005,25,1024,1,simcse,768,1670118331,10000
16,0.642281813280923,0.687855988740921,0.8577706473214286,512,0.0005,25,1024,1,simcse,768,1670118331,10000
17,0.6393901535442897,0.685055673122406,0.8661740086659664,512,0.0005,25,1024,1,simcse,768,1670118331,10000
18,0.6378876907484872,0.689906120300293,0.8573562237394958,512,0.0005,25,1024,1,simcse,768,1670118331,10000
19,0.6341500622885567,0.6815856695175171,0.8681271336659664,512,0.0005,25,1024,1,simcse,768,1670118331,10000
20,0.6301436850002834,0.6820380389690399,0.8677127100840336,512,0.0005,25,1024,1,simcse,768,1670118331,10000
21,0.6301117880003793,0.6764301657676697,0.8733792345063025,512,0.0005,25,1024,1,simcse,768,1670118331,10000
22,0.6277735233306885,0.6755737066268921,0.8746963629201681,512,0.0005,25,1024,1,simcse,768,1670118331,10000
23,0.624854062284742,0.6765336394309998,0.8728170955882353,512,0.0005,25,1024,1,simcse,768,1670118331,10000
24,0.6238504988806588,0.6796387434005737,0.8703018316701681,512,0.0005,25,1024,1,simcse,768,1670118331,10000
0,1.100693941116333,1.0945935249328613,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
1,1.0937939882278442,1.0886558294296265,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
2,1.0858874320983887,1.0810446739196777,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
3,1.0752025842666626,1.0716522932052612,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
4,1.0614173412322998,1.0607548952102661,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
5,1.0441713333129883,1.0502177476882935,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
6,1.0248353481292725,1.0427772998809814,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
7,1.0063494443893433,1.0411186218261719,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
8,0.9934067130088806,1.0441255569458008,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
9,0.9881006479263306,1.047672152519226,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
10,0.987511932849884,1.049810528755188,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
11,0.9882386922836304,1.050798773765564,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
12,0.9889385104179382,1.0512046813964844,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
13,0.9893926382064819,1.0513614416122437,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
14,0.9896567463874817,1.05142080783844,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
15,0.9898070693016052,1.05144202709198,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
16,0.9898924231529236,1.0514487028121948,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
17,0.9899412989616394,1.0514500141143799,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
18,0.9899700284004211,1.0514494180679321,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
19,0.9899867177009583,1.0514487028121948,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
20,0.989997148513794,1.051447868347168,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
21,0.9900036454200745,1.0514471530914307,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
22,0.9900075793266296,1.0514466762542725,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
23,0.9900102019309998,1.0514461994171143,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
24,0.9900120496749878,1.0514460802078247,0.5,256,0.0005,25,1024,2,bert,768,1670118340,1000
0,1.1008160710334778,1.0855735540390015,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
1,1.0850988626480103,1.0612727403640747,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
2,1.052729070186615,1.0221991539001465,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
3,1.0600534677505493,0.9854773879051208,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
4,1.0817455649375916,0.9725244641304016,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
5,1.025419533252716,0.970098614692688,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
6,1.0780362486839294,0.9704655408859253,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
7,1.0208755135536194,0.9720503687858582,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
8,1.0639679431915283,0.9753027558326721,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
9,1.0016868710517883,0.981692373752594,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
10,1.0124706029891968,0.984146773815155,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
11,1.0058556199073792,0.9809464812278748,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
12,0.9656551480293274,0.9735102653503418,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
13,1.03798508644104,0.9684067964553833,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
14,1.0222842693328857,0.9669948220252991,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
15,1.0891138315200806,0.9673147797584534,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
16,0.9547693431377411,0.9680880904197693,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
17,0.9883556962013245,0.9675153493881226,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
18,1.003612369298935,0.9668859839439392,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
19,1.0129370093345642,0.9667529463768005,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
20,1.0163163542747498,0.9673035144805908,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
21,1.025540053844452,0.9691271781921387,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
22,1.0229032635688782,0.9722926020622253,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
23,1.0721884965896606,0.9781904816627502,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
24,1.029327154159546,0.9875524044036865,0.5822222222222222,256,0.0005,25,1024,2,bert,768,1670118354,1500
0,1.0973256826400757,1.088572382926941,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
1,1.083852767944336,1.0705158710479736,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
2,1.0639737248420715,1.043061375617981,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
3,1.0363830924034119,1.021097183227539,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
4,1.009325385093689,1.022796630859375,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
5,1.0115845799446106,1.02934992313385,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
6,0.9983913898468018,1.0321956872940063,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
7,1.0280359387397766,1.033356785774231,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
8,1.0211965441703796,1.0338400602340698,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
9,1.0247790813446045,1.034063458442688,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
10,1.0113540887832642,1.0341637134552002,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
11,1.0072321891784668,1.0341905355453491,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
12,1.0164754390716553,1.0341606140136719,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
13,1.0156626105308533,1.0340701341629028,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
14,1.0189399719238281,1.0338926315307617,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
15,1.0222112536430359,1.0335723161697388,0.5166666666666667,256,0.0005,25,1024,2,bert,768,1670118370,2000
